NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
COSMEGEN;11/08/2008;2008;NOVO;156260014;01/08/2018;25351016836;ANTIBIOTICOS ANTINEOPLASICOS;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
CUBICIN;11/08/2008;2008;NOVO;100681058;01/08/2018;25351200124;ANTIBACTERIANO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
CUPRIMINE;11/08/2008;2008;NOVO;100290178;01/08/2013;25351056568;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;45987013000134 - ORGANON FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
MIODRINA;11/08/2008;2008;NOVO;101180610;01/05/2009;25000006672;DEPRESSORES UTERINOS;62462015000129 - APSEN FARMACEUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
NOXAFIL;11/08/2008;2008;NOVO;166140011;01/08/2013;25351367180;ANTIMICOTICOS SISTEMICOS;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VODOL;11/08/2008;2008;NOVO;104971357;01/08/2028;25351269528;ANTIMICOTICOS PARA USO TOPICO;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;NITRATO DE MICONAZOL;MEDICAMENTO
CAELYX;01/09/2008;2008;NOVO;166140012;01/03/2014;25351035345;ANTINEOPLASICO;07845173000150 - SCHERING-PLOUGH PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VALPAKINE;01/09/2008;2008;NOVO;113001053;01/12/2029;25351426670;ANTICONVULSIVANTES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Cholestagel;08/09/2008;2008;NOVO;125430021;01/09/2013;25351061716;ANTILIPEMICOS;68132950000103 - GENZYME DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Alenia;29/09/2008;2008;NOVO;112130399;01/09/2023;25351411774;ANTIASMATICOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ANGELIQ;06/10/2008;2008;NOVO;170560039;01/03/2025;25351088919;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;18459628000115 - BAYER S.A.;VÁLIDO;DROSPIRENONA +  ESTRADIOL HEMI-HIDRATADO;MEDICAMENTO
BRANTA;20/10/2008;2008;NOVO;105250032;01/10/2028;25351029898;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;33078528000132 - TORRENT DO BRASIL LTDA;VÁLIDO;BESILATO DE ANLODIPINO +  LOSARTANA POTÁSSICA;MEDICAMENTO
NEBILET;03/11/2008;2008;NOVO;109740211;01/11/2028;25351166883;ANTI-HIPERTENSIVOS;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE NEBIVOLOL;MEDICAMENTO
AVAMYS;10/11/2008;2008;NOVO;101070271;01/11/2028;25351344762;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;FUROATO DE FLUTICASONA;MEDICAMENTO
Amaryl Met;10/11/2008;2008;NOVO;113001055;01/11/2018;25351148842;ANTIDIABETICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ECALTA;10/11/2008;2008;NOVO;102160219;01/11/2018;25351396194;ANTI-FUNGICOS;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VISTAJUNTIN;10/11/2008;2008;NOVO;101470173;01/11/2018;25351367064;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OMNARIS;01/12/2008;2008;NOVO;106390251;01/12/2018;25351302915;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
Restiva;01/12/2008;2008;NOVO;122140077;01/12/2018;25351377583;ANALGESICOS NARCOTICOS;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;CADUCO/CANCELADO;;MEDICAMENTO
Dacogen;05/01/2009;2009;NOVO;112363390;01/01/2029;25351430547;ANTINEOPLASICOS CITOTOXICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;DECITABINA;MEDICAMENTO
TASIGNA;05/01/2009;2009;NOVO;100681060;01/01/2029;25351462415;ANTINEOPLASICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;NILOTINIBE;MEDICAMENTO
BRAMITOB;19/01/2009;2009;NOVO;100580112;01/01/2029;25351374035;AMINOGLICOSIDEOS;61363032000146 - CHIESI FARMACÊUTICA LTDA;VÁLIDO;TOBRAMICINA;MEDICAMENTO
FRANOL;19/01/2009;2009;NOVO;113001060;01/04/2028;25351412003;ANTIASMATICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GALVUS MET;26/01/2009;2009;NOVO;100681059;01/01/2029;25351370389;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;CLORIDRATO DE METFORMINA +  VILDAGLIPTINA;MEDICAMENTO
INTELENCE;02/02/2009;2009;NOVO;112363391;01/02/2029;25351075195;ANTIRETROVIRAL;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;ETRAVIRINA;MEDICAMENTO
TREOLIBBS;02/02/2009;2009;NOVO;100330151;01/02/2014;25351422888;ANTINEOPLASICO;61230314000175 - LIBBS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VALDOXAN;02/03/2009;2009;NOVO;112780073;01/03/2029;25351209856;ANTIDEPRESSIVOS;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;AGOMELATINA;MEDICAMENTO
OPTHAAC 40;10/03/2009;2009;NOVO;117240005;01/03/2029;25351561303;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;61129409000105 - OPHTHALMOS S/A;VÁLIDO;TRIANCINOLONA ACETONIDA;MEDICAMENTO
LAMISILATE;23/03/2009;2009;NOVO;100681063;01/03/2019;25351098728;ANTIMICOTICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
Vidaza;23/03/2009;2009;NOVO;125760020;01/03/2029;25351415894;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;68949239000146 - UNITED MEDICAL LTDA;VÁLIDO;AZACITIDINA;MEDICAMENTO
DETTOL MED;13/04/2009;2009;NOVO;173900001;01/04/2014;25351840699;ANTISSEPTICO;59557124000115 - RECKITT BENCKISER (BRASIL) LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MESIGYNA;13/04/2009;2009;NOVO;170560043;01/06/2025;25351091837;ANTICONCEPCIONAIS;18459628000115 - BAYER S.A.;VÁLIDO;ENANTATO DE NORETISTERONA +  VALERATO DE ESTRADIOL;MEDICAMENTO
Meritor;13/04/2009;2009;NOVO;105730377;01/04/2029;25351308145;ANTIDIABETICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CLORIDRATO DE METFORMINA +  GLIMEPIRIDA;MEDICAMENTO
BISOLTUSSIN;20/04/2009;2009;NOVO;103670161;01/04/2019;25351776301;ANTITUSSIGENOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ELODIUS;20/04/2009;2009;NOVO;103670162;01/04/2029;25351148976;ANTIRETROVIRAL;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ABELCET;11/05/2009;2009;NOVO;156260016;01/05/2019;25351699304;ANTIMICOTICOS SISTEMICOS;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
ADINOS;11/05/2009;2009;NOVO;105730378;01/05/2029;25351825989;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DESONIDA;MEDICAMENTO
CERETEC ESTABILIZADO;11/05/2009;2009;NOVO;103940548;01/05/2014;25351502287;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;61150819000120 - LABORATÓRIO AMERICANO DE FARMACOTERAPIA S/A;CADUCO/CANCELADO;;MEDICAMENTO
DESALEX D12;11/05/2009;2009;NOVO;100930265;01/05/2014;25351858718;ANTI-HISTAMINICOS SISTEMICOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ZYBAN;11/05/2009;2009;NOVO;101070272;01/08/2029;25351177927;ANTITABAGICO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ATLANSIL;18/05/2009;2009;NOVO;113001068;01/08/2028;25351434999;ANTIARRITMICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
KEFLEX;18/05/2009;2009;NOVO;156260017;01/05/2029;25351405535;CEFALOSPORINAS;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;VÁLIDO;CEFALEXINA MONOIDRATADA;MEDICAMENTO
TRISENOX;18/05/2009;2009;NOVO;122140078;01/05/2019;25351088354;ANTINEOPLASICOS CITOTOXICOS;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;CADUCO/CANCELADO;;MEDICAMENTO
Vênula;18/05/2009;2009;NOVO;100431020;01/05/2014;25351171247;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ACTONEL TRIO;01/06/2009;2009;NOVO;113001070;01/06/2014;25351301574;SUPRESSORES DA REABSORCAO OSSEA;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AVADEN;01/06/2009;2009;NOVO;170560044;01/01/2029;25351089212;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;18459628000115 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
IXEL;01/06/2009;2009;NOVO;101620247;01/05/2014;25351630352;ANTIDEPRESSIVOS;33051491000159 - LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MIOSAN CAF;01/06/2009;2009;NOVO;101180611;01/06/2029;25351294142;RELAXANTES MUSCULARES;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;CAFEÍNA +  CLORIDRATO DE CICLOBENZAPRINA;MEDICAMENTO
Pyloripac Retrat;01/06/2009;2009;NOVO;101810579;01/06/2019;25351029986;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PÓ PELOTENSE;01/06/2009;2009;NOVO;100490107;01/03/2015;25351340115;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;91671792000181 - LABORATÓRIO SAÚDE LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Renvela;01/06/2009;2009;NOVO;125430022;01/05/2019;25351004314;PRODUTOS NAO ENQUADRADOS EM CLASSES TERAPEUTICAS;68132950000103 - GENZYME DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VANNAIR;15/06/2009;2009;NOVO;116180234;01/06/2029;25351032189;ANTIASMATICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;BUDESONIDA +  FUMARATO DE FORMOTEROL DI-HIDRATADO;MEDICAMENTO
AFINITOR;22/06/2009;2009;NOVO;100681065;01/06/2029;25351571868;ANTINEOPLASICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;EVEROLIMO;MEDICAMENTO
FLANAX;22/06/2009;2009;NOVO;170560047;01/06/2029;25351360028;ANTINFLAMATORIOS;18459628000115 - BAYER S.A.;VÁLIDO;NAPROXENO SÓDICO;MEDICAMENTO
FLANAX JUNIOR;22/06/2009;2009;NOVO;170560046;01/06/2014;25351359097;ANTINFLAMATORIOS;18459628000115 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
JURNISTA;06/07/2009;2009;NOVO;112363393;01/07/2019;25351015422;ANALGESICOS NARCOTICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Milgamma;06/07/2009;2009;NOVO;100930267;01/07/2014;25351366552;MONOVITAMINAS EXCETO VITAMINA K;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
DIOSMIN SDU;20/07/2009;2009;NOVO;105730383;01/07/2029;25351184518;ANTIVARICOSOS DE ACAO SISTEMICA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DIOSMINA +  HESPERIDINA;MEDICAMENTO
NAVELBINE;20/07/2009;2009;NOVO;101620248;01/07/2029;25351054217;ANTINEOPLASICOS CITOTOXICOS;33051491000159 - LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;VÁLIDO;TARTARATO DE VINORELBINA;MEDICAMENTO
Navelbine;20/07/2009;2009;NOVO;101620249;01/07/2029;25351234095;ANTINEOPLASICOS CITOTOXICOS;33051491000159 - LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;VÁLIDO;TARTARATO DE VINORELBINA;MEDICAMENTO
Xarelto;20/07/2009;2009;NOVO;170560048;01/07/2029;25351040441;ANTITROMBOTICO;18459628000115 - BAYER S.A.;VÁLIDO;RIVAROXABANA;MEDICAMENTO
ARIXTRA;27/07/2009;2009;NOVO;101070274;01/07/2019;25351212340;ANTITROMBOTICO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BLAZTERE;27/07/2009;2009;NOVO;151430016;01/07/2019;25351075378;SUPRESSORES DA REABSORCAO OSSEA;03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RELISTOR;27/07/2009;2009;NOVO;121100275;01/07/2014;25351385438;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DISLEP;03/08/2009;2009;NOVO;156260018;01/07/2014;25351217353;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;CADUCO/CANCELADO;;MEDICAMENTO
SYNAREL;10/08/2009;2009;NOVO;122140080;01/08/2014;25351232286;HORMONIO GONADOTROFICO;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;CADUCO/CANCELADO;;MEDICAMENTO
CORDAPTIVE;17/08/2009;2009;NOVO;100290179;01/08/2014;25351483475;ANTILIPEMICOS;45987013000134 - ORGANON FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DORALIV GEL ORAL;17/08/2009;2009;NOVO;105730386;01/08/2014;25351239401;ANALGESICOS NAO NARCOTICOS;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;CADUCO/CANCELADO;;MEDICAMENTO
ENO TABS FRUTAS SORTIDAS;17/08/2009;2009;NOVO;101070275;01/08/2029;25351840145;ANTIACIDO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;CARBONATO DE CÁLCIO;MEDICAMENTO
SOMATULINE AUTOGEL;17/08/2009;2009;NOVO;169770002;01/08/2029;25351128844;HORMONIO HIPOTALAMICO-ANALOGO DA SOMATOSTATINA;07718721000180 - BEAUFOUR IPSEN FARMACÊUTICA LTDA;VÁLIDO;ACETATO DE LANREOTIDA;MEDICAMENTO
Plavix Protect;24/08/2009;2009;NOVO;113001072;01/08/2019;25351065817;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Epiduo;13/10/2009;2009;NOVO;129160068;01/10/2029;25351199991;PRODUTOS ANTI-ACNE;00317372000146 - GALDERMA BRASIL LTDA;VÁLIDO;ADAPALENO +  PERÓXIDO DE BENZOÍLA;MEDICAMENTO
BRIDION;26/10/2009;2009;NOVO;101710179;01/10/2029;25351058731;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.;VÁLIDO;SUGAMADEX SÓDICO;MEDICAMENTO
PARADOR DUOCAF;26/10/2009;2009;NOVO;103670165;01/10/2019;25351365297;ANALGESICOS NAO NARCOTICOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
RASILEZ AMLO;26/10/2009;2009;NOVO;100681066;01/10/2014;25351848409;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
TRIDURAL;26/10/2009;2009;NOVO;100849948;01/10/2014;25351439677;ANALGESICOS NARCOTICOS;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
MULTAQ;09/11/2009;2009;NOVO;113001079;01/11/2014;25351602129;ANTIARRITMICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LIPIDIL;16/11/2009;2009;NOVO;100580113;01/11/2014;25351113802;ANTILIPEMICOS;61363032000146 - CHIESI FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ONGLYZA;16/11/2009;2009;NOVO;101800396;01/11/2019;25351546045;ANTIDIABETICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Fresh Clear;30/11/2009;2009;NOVO;101470174;01/11/2019;25351220209;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ICACORT;30/11/2009;2009;NOVO;162040006;01/12/2014;25351343243;ANTIMICOTICOS PARA USO TOPICO;07116997000199 - INTENDIS DO BRASIL FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FIRAZYR;07/12/2009;2009;NOVO;169790003;01/12/2029;25351050142;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;07898671000160 - SHIRE FARMACÊUTICA BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
GAVISCON;07/12/2009;2009;NOVO;173900002;01/12/2019;25351099307;ANTIACIDO;59557124000115 - RECKITT BENCKISER (BRASIL) LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Tranquinal SLG;07/12/2009;2009;NOVO;156260019;01/12/2029;25351781807;ANSIOLITICOS SIMPLES;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;VÁLIDO;ALPRAZOLAM;MEDICAMENTO
QLAIRA;14/12/2009;2009;NOVO;170560049;01/12/2029;25351368550;ANTICONCEPCIONAIS;18459628000115 - BAYER S.A.;VÁLIDO;DIENOGESTE +  VALERATO DE ESTRADIOL;MEDICAMENTO
XEFO;14/12/2009;2009;NOVO;109740216;01/12/2029;25351476599;ANTINFLAMATORIOS;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;LORNOXICAM;MEDICAMENTO
Torisel;21/12/2009;2009;NOVO;121100276;01/12/2019;25351296738;ANTINEOPLASICO;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SARIDON;25/01/2010;2010;NOVO;170560050;;25351376372;ANALGESICOS NAO NARCOTICOS;18459628000115 - BAYER S.A.;CADUCO/CANCELADO;;MEDICAMENTO
MOZOBIL;01/02/2010;2010;NOVO;125430023;01/02/2020;25351864056;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;68132950000103 - GENZYME DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ALDOMET;08/02/2010;2010;NOVO;137640117;01/02/2025;25351266375;ANTI-HIPERTENSIVOS SIMPLES;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;METILDOPA;MEDICAMENTO
Fontol;08/02/2010;2010;NOVO;104971361;01/02/2020;25351048820;ANALGESICOS NAO NARCOTICOS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CADUCO/CANCELADO;;MEDICAMENTO
ULTRAPROCT LDO;08/02/2010;2010;NOVO;162040007;01/02/2015;25351109925;ANTI-HEMORROIDARIOS TOPICOS;07116997000199 - INTENDIS DO BRASIL FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICETEL;17/02/2010;2010;NOVO;100820172;01/02/2015;25351558347;ANTIESPASMODICOS;60499639000195 - ABBOTT PRODUTOS PARA SAÚDE LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DOBEVEN;17/02/2010;2010;NOVO;101180612;01/02/2025;25351208633;ANTIVARICOSOS DE ACAO SISTEMICA;62462015000129 - APSEN FARMACEUTICA S/A;VÁLIDO;DOBESILATO DE CÁLCIO;MEDICAMENTO
Effient;17/02/2010;2010;NOVO;112600183;01/02/2015;25351705385;ANTIAGREGANTE PLAQUETARIO;43940618000144 - ELI LILLY DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GADOVIST;17/02/2010;2010;NOVO;170560051;01/02/2025;25351626330;CONTRASTES RADIOLOGICOS;18459628000115 - BAYER S.A.;VÁLIDO;GADOBUTROL;MEDICAMENTO
FOSTAIR;22/02/2010;2010;NOVO;100580114;01/02/2025;25351725879;ANTIASMATICOS;61363032000146 - CHIESI FARMACÊUTICA LTDA;VÁLIDO;DIPROPIONATO DE BECLOMETASONA +  FUMARATO DE FORMOTEROL DIIDRATADO;MEDICAMENTO
AZORGA;15/03/2010;2010;NOVO;100230270;01/03/2015;25351102916;ANTIGLAUCOMATOSOS;60412327000100 - ALCON LABORATÓRIOS DO BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
EUTHYROX;29/03/2010;2010;NOVO;100890359;01/03/2025;25351376990;HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI;33069212000184 - MERCK S/A;VÁLIDO;LEVOTIROXINA SÓDICA;MEDICAMENTO
CUPRIMINE;12/04/2010;2010;NOVO;123610073;;25351682981;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;64711500000114 - UCB BIOPHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ACTOS  MET;19/04/2010;2010;NOVO;105530335;01/04/2015;25351321308;ANTIDIABETICOS;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MYCAMINE;19/04/2010;2010;NOVO;177170001;01/04/2025;25351182601;ANTI-FUNGICOS;07768134000104 - ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS;VÁLIDO;MICAFUNGINA SÓDICA;MEDICAMENTO
ZYPRED;26/04/2010;2010;NOVO;101470175;01/04/2025;25351531472;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;ACETATO DE PREDNISOLONA +  GATIFLOXACINO SESQUI-HIDRATADO;MEDICAMENTO
Duoplavix;03/05/2010;2010;NOVO;113001092;01/05/2015;25351208870;OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
REVOLADE;03/05/2010;2010;NOVO;101070279;01/05/2020;25351100545;OUTROS PRODUTOS ANTI-HEMORRAGICOS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MIMPARA;17/05/2010;2010;NOVO;100930269;01/05/2015;25351047004;ANTIPARATIREOIDEANOS;33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ADCIRCA;07/06/2010;2010;NOVO;112600184;01/06/2020;25351578546;VASODILATADORES;43940618000144 - ELI LILLY DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Atacand Comb;05/07/2010;2010;NOVO;116180235;01/07/2025;25351486284;ANTI-HIPERTENSIVOS SIMPLES;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;CANDESARTANA CILEXETILA +  FELODIPINO;MEDICAMENTO
DERIVA MICRO;05/07/2010;2010;NOVO;110130264;01/07/2025;25351422506;PRODUTOS ANTI-ACNE;44363661000157 - GLENMARK FARMACÊUTICA LTDA;VÁLIDO;ADAPALENO;MEDICAMENTO
FOSAMAX D;05/07/2010;2010;NOVO;100290180;01/07/2025;25351383920;SUPRESSORES DA REABSORCAO OSSEA;45987013000134 - ORGANON FARMACÊUTICA LTDA.;VÁLIDO;COLECALCIFEROL +  ALENDRONATO DE SÓDIO;MEDICAMENTO
IRESSA;05/07/2010;2010;NOVO;116180236;01/07/2025;25351024934;ANTINEOPLASICO;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;GEFITINIBE;MEDICAMENTO
VENVANSE;05/07/2010;2010;NOVO;169790004;01/07/2025;25351306030;PSICOANALETICOS;07898671000160 - SHIRE FARMACÊUTICA BRASIL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
OZURDEX;19/07/2010;2010;NOVO;101470176;01/07/2025;25351690746;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;DEXAMETASONA;MEDICAMENTO
INDOCID;09/08/2010;2010;NOVO;137640119;01/08/2025;25351417122;ANTINFLAMATORIOS ANTIREUMATICOS;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;INDOMETACINA;MEDICAMENTO
